id,project_name,team_names,status,track,description_full,url
"15345","Zovack: AI Agents for WhatsApp Economy","Myraboh Ikechi","OPEN","Optimize (Existing Agents)","Ready to start building? Check out this guide for next steps.Problem to solveOver 200 million businesses worldwide use WhatsApp to serve their customers, yet most are still replying manually, one message at a time. When the owner is unavailable, sales are lost. A single unanswered message can cost a customer forever.Our solutionZovack is an AI Agent platform built on the WhatsApp Business API that deploys autonomous agents for SMBs handling orders, bookings, payments, and customer conversations 24/7 across healthcare, e-commerce, restaurants, services, and transportation. We are optimizing our agents for production-grade reliability across 69+ countries and 6 industries using Google ADK and Gemini.","https://devpost.team/google-cloud-for-startups/projects/15345"
"15590","Trident — AI-Powered Aquaculture Operations Stack","Victor Bash","CLOSED","Build (Net-New Agents)","Problem to solveAquaculture operations are managed through manual monitoring and fixed decision rules. Operators watch sensor readings, respond to alerts, and adjust feeding or aeration based on experience and intuition. There is no system that can model farm conditions before changes are made, maintain a structured and queryable record of what is happening, or make autonomous decisions grounded in both historical state and simulated outcomes.The result is that interventions happen after problems have already surfaced. There is no way to test a change before applying it to a live system. Every decision is made in isolation, with no unified loop connecting simulation, state tracking, and automated control.Our solutionTrident is an AI agent system that manages aquaculture operations through three connected components working as a single control loop.Trident-Sandbox is the simulation environment. It models farm conditions including water quality, dissolved oxygen, ammonia buildup, fish biomass, feeding schedules, and equipment behavior. Before any action is taken, Sandbox can model what happens next under different interventions — giving the system a way to test decisions without touching the live farm.Trident-Archive is the system record. It maintains a structured, timestamped timeline of sensor readings, simulated readings, feeding events, operator actions, AI actions, alerts, and outcomes. Archive is the source of truth that both Sandbox and Engine read from and write to.Trident-Engine is the AI agent. It reads current and historical state from Archive, identifies when the system is drifting from expected behavior, models possible interventions in Sandbox, and executes the action most likely to restore stable conditions. It then writes the result back into Archive so the system can compare prediction against outcome over time.Because the control loop — read state, model outcomes, act, record results — runs the same way in simulation and in production, Trident can be tested, validated, and improved without risk to the live farm.","https://devpost.team/google-cloud-for-startups/projects/15590"
"15450","ProcuForge — Multi-Agent Procurement","Jay Kaneriya","CLOSED","Build (Net-New Agents)","A multi-agent system that runs the entire procurement RFQ workflow autonomouslyProblem to solveB2B procurement still runs on email. A single RFQ takes a few days of manual work — chasing quotes, comparing offers, and checking compliance — leading to slow decisions and missed savings.Our solutionProcureIQ deploys specialized agents — Buyer, Compliance, and Decision — that negotiate in parallel and deliver a vetted vendor recommendation in minutes. Procurement teams move from doing the work to approving the outcome.","https://devpost.team/google-cloud-for-startups/projects/15450"
"15621","Operator - AI Agents That Run Your E-Commerce Business","Edwinfred Kamau","CLOSED","Build (Net-New Agents)","Ready to start building? Check out this guide for next steps.Problem to solveAfrica's e-commerce market is one of the fastest-growing in the world, projected to reach $113 billion by 2029, growing at nearly 12% annually. Kenya alone is the continent's third-largest e-commerce market, with the sector expected to grow from $2.3 billion in 2024 to $3.8 billion by 2028. Over 60% of these transactions happen on mobile devices, and commerce increasingly lives on WhatsApp and Instagram.Yet the SMEs driving this growth are operating with no infrastructure. They receive 100–300 customer inquiries daily on WhatsApp and Instagram but cannot respond fast enough, losing sales to faster competitors. After a sale, operations collapse, orders get lost, stock is oversold, deliveries go untracked, and owners make restocking decisions with zero data. These businesses are losing revenue at every step of the customer journey, not because they lack customers, but because they lack the infrastructure to serve them.Our solutionOperator is a multi-agent AI system that automates the entire revenue operation of African e-commerce SMEs. Built on Google ADK with four specialized agents:Sofia (Sales Agent) handles all customer conversations on WhatsApp and Instagram — qualifying leads, closing sales, and processing M-Pesa payments in under 30 seconds, in English and Swahili.Gilfoyle (Inventory Agent) manages stock in real time, preventing overselling and alerting owners before items run out.Jared (Fulfilment Agent) coordinates order dispatch and proactively updates customers on delivery status. Richard (Intelligence Agent) ingests data from all agents and delivers weekly plain-language business intelligence to the owner on WhatsApp. Together, the four agents run the complete revenue operation — autonomously.","https://devpost.team/google-cloud-for-startups/projects/15621"
"15629","Serenity Pulse","Pushpendra Singh","CLOSED","Build (Net-New Agents)","Ready to start building? Check out this guide for next steps.Problem to solveThe Cost of Hyper-Connectivity In an era where artificial intelligence and technology are relentlessly optimized for maximum output and constant engagement, individuals face unprecedented levels of cognitive overload, burnout, and anxiety. The modern digital experience prioritizes acceleration over well-being, leaving a critical gap in the market for solutions that encourage deceleration, emotional grounding, and sustainable living.Our solutionSerenity Pulse is an autonomous wellness agent designed to serve as a digital anchor in a chaotic landscape. Rather than driving users to do more, Serenity Pulse empowers them to step back. By securely and privately integrating with a user’s personal data ecosystems—including emails and messaging platforms, the agent acts as a proactive buffer and mindful companion, prioritizing the user's holistic well-being over raw productivity.","https://devpost.team/google-cloud-for-startups/projects/15629"
"15649","Ashutosh's project","Ashutosh Srivastava; Sumit Mishra Mishra","OPEN","Build (Net-New Agents)","Problem to SolveIn the post-COVID era, the global e-commerce landscape has undergone a massive transformation, evolving from a convenience channel into a dominant force in retail. By 2026, global e-commerce sales are expected to reach $7.4 trillion, contributing over 22% of total retail sales worldwide.India stands out as one of the fastest-growing markets, projected to reach $160–226 billion by 2026. This growth is fueled by rapid smartphone adoption, low-cost internet, UPI-based payments, and a young, digitally native population. A major disruptor within this ecosystem is quick commerce (q-commerce), expected to reach nearly $7 billion, with platforms promising delivery within 10–30 minutes.Core Problem: Lack of a Single Source of Truth (SSOT)As brands expand across multiple channels—marketplaces, quick commerce platforms, D2C websites, and social commerce—their data ecosystem becomes increasingly fragmented.Each platform operates independently with its own:Data structures and formatsAPIs and reporting systemsUpdate frequencies (real-time vs delayed)Metrics definitionsThis creates a scenario where critical business data—orders, inventory, ads, returns, pricing, logistics, and payouts—is scattered across disconnected systems.To manage this complexity, companies build multiple ERP systems, dashboards, and spreadsheets. They also hire teams of analysts, SQL developers, and data engineers whose primary responsibility often becomes data reconciliation rather than value creation.Key Challenges Faced by BusinessesInventory Inefficiencies: Lack of synchronization leads to overselling (causing cancellations and refunds) or stockouts (lost revenue and poor customer experience).Delayed Decision-Making: Data aggregation delays prevent real-time pricing, promotion, and demand optimization.High Operational Costs: Significant resources are spent on manual data cleaning and reporting.No Unified Business View: Absence of a 360° view across channels limits strategic planning and personalization.Scalability Issues: During peak demand (e.g., festive sales or quick commerce spikes), manual processes fail to keep up.Industry estimates suggest that businesses lose 5–15% of potential revenue due to these inefficiencies. In quick commerce, where speed is critical, even minor delays in data can result in poor inventory allocation and missed hyperlocal demand.Why Existing Solutions Fall ShortTraditional ERP and analytics solutions attempt to solve this problem but introduce new limitations:High implementation and maintenance costsRigid architectures that struggle with new integrationsSlow adaptation to frequent API and platform changesContinued dependence on technical teamsThis leads to a fragmented, expensive, and inefficient ecosystem—especially challenging for SMBs that lack large technical resources.Our Solution: UniSync AIUniSync AI is an intelligent, cloud-native platform designed to act as both a Single Source of Truth and a personal AI analytics team for e-commerce businesses.Instead of relying on multiple analysts and engineers, UniSync AI uses a multi-agent AI architecture powered by models from Google to automate data ingestion, standardization, analysis, and decision-making.Multi-Agent ArchitectureSupervisor Agent: Acts as the central brain, interpreting user queries, breaking them into tasks, coordinating agents, and delivering unified insights.Order Agent: Monitors order lifecycle, cancellations, returns, and fulfillment performance across platforms in real time.Inventory Agent: Maintains unified inventory visibility, predicts stockouts, prevents overselling, and optimizes replenishment—critical for quick commerce.Ads Agent: Evaluates campaign performance, tracks ROI, and recommends budget allocation and bidding strategies.PnL Agent: Builds real-time profitability views by combining revenue, ad spend, fees, logistics, and returns.RCA Agent: Performs root cause analysis for anomalies such as sales drops or high cancellations, providing clear explanations backed by data.How It WorksData from multiple platforms is continuously ingested and standardized into a unified layer built on DB, forming a reliable SSOT. AI models are powered by Gemini process this data in real time.The Supervisor Agent orchestrates responses across agents and delivers clear, actionable insights instantly.Key BenefitsEliminates dependency on large data and analytics teamsProvides real-time, accurate, and unified insightsEnables faster and smarter decision-makingReduces operational costs significantlyScales efficiently for both SMBs and enterprisesConclusionUniSync AI transforms fragmented, multi-channel e-commerce data into a centralized intelligence system. By replacing manual processes with autonomous AI agents, it empowers businesses to operate efficiently, improve profitability, and compete effectively in the rapidly evolving digital commerce ecosystem.","https://devpost.team/google-cloud-for-startups/projects/15649"
"15651","Bhavya's project","Bhavya Karri","OPEN","Build (Net-New Agents)","Ready to start building? Check out this guide for next steps.Problem to solveRoad infrastructure deteriorates over time due to traffic load, weather conditions, and poor maintenance. This leads to multiple types of road distress such as potholes, cracks, surface wear, edge failures, and uneven pavements.Today, most road inspections are manual teams physically survey roads, which is time-consuming, expensive, and often inconsistent. As a result:Damage is detected lateSeverity is not accurately assessedMaintenance decisions are delayedThis directly impacts public safety, increases vehicle damage, and raises long-term repair costs. There is a clear need for a faster, more reliable, and scalable way to monitor road conditions.Our solutionWe are building an AI-powered Road Intelligence Agent that automates road condition monitoring and analysis.The system uses computer vision and intelligent agents to:Detect multiple types of road distress (potholes, cracks, surface degradation, uneven roads) using a YOLOv8 modelAnalyze the severity of each issue (low, medium, high) based on visual patternsProvide actionable recommendations for maintenance (e.g., patching, resurfacing, urgent repair)Generate structured reports that can assist authorities in prioritizing repairsBy combining machine learning with an agent-based approach, the system not only identifies problems but also interprets them and suggests next steps. This makes road maintenance more proactive, efficient, and scalable.","https://devpost.team/google-cloud-for-startups/projects/15651"
"15659","RealtyOps OS","Geetansh Pardhi","OPEN","Build (Net-New Agents)","RealtyOps OS is an AI operating system for real-estate brokerage teams that turns inbound leads into scheduled property tours with speed, consistency, and trust. Most broker teams lose revenue because follow-up is manual, inconsistent, and delayed across channels. Leads come from website forms and ad campaigns, but response quality depends on agent availability. RealtyOps OS solves this by running a hybrid-autonomous workflow: it qualifies leads, initiates personalized outreach, handles follow-up cadence, negotiates available slots, syncs with HubSpot and Google Calendar, and books tours automatically when qualification criteria are met. For ambiguous or high-risk cases, it routes decisions to a human broker with full context. Built with Gemini and Google’s agent tooling, RealtyOps OS is designed as a channel-flexible system architecture rather than a single chatbot. In this version, it supports website and Meta lead intake, with extensible connectors for additional sources. The system enforces clear qualification gates (budget range, preferred locality, move-in timeline, verified contact), executes a 3-step follow-up cadence, and maintains an auditable action trail for operational trust. Our core business goal is measurable revenue impact. RealtyOps OS is benchmarked with an A/B simulation baseline and targets: - +15% tour-scheduled conversion rate - +25% follow-up completion rate - Under 3 minutes median lead response time RealtyOps OS helps broker teams move from ad spend to booked tours faster, while giving founders and sales leaders a reliable AI execution layer they can actually trust in production","https://devpost.team/google-cloud-for-startups/projects/15659"
"15545","Carlos Enrique's project","Carlos Enrique Rossi Souto","OPEN","","Problem to SolveMulti-location small businesses and franchises in Latin America (convenience stores, hardware networks, grocery franchisees) are currently losing significant margins due to three critical friction points:The ""Knowledge Gap"" & High Turnover: Training a 19-year-old on their first job to master complex POS software, memorize thousands of stock prices, and understand business rules takes up to week of paid onboarding; 2 months later the employee leaves. In a high-turnover environment, this cost is a constant, unproductive drain on capital.Operational Chaos (The ""Paper & WhatsApp"" Trap): Cashiers currently juggle paper notebooks, informal WhatsApp pings to owners, and long Excel sheets to reconstruct daily cash flow. This disorganized workflow is highly prone to human error, creates trust gaps between owners and staff, and leaves headquarters with zero real-time visibility across stores.Prohibitive Scaling Costs: Traditional retail tech requires legacy point-of-sale (POS) hardware ($500–$1,500 per checkout) and per-seat software licenses. For a growing franchise, these capital expenditures (CAPEX) make scaling slow and financially risky.The result: Inventory drifts until it runs out mid-sale, owners can't trust their numbers, and businesses remain ""blind"" to their own operations. Our SolutionVelora is a B2B AI-native operating system for multi-location businesses, built 100% on the Google Cloud ecosystem. We replace legacy POS hardware with an intelligent multi-agent architecture that slashes training from weeks to minutes, and the employees cellphone becomes the buisiness terminal, saving costs by a big margin.The Architecture: Google-Native IntelligenceEmployee Agent (Front-Line Ops): Built with Gemini 2.5 Flash and orchestrated via the Google ADK (Agent Development Kit). It acts as the cashier's ""shift partner.""Supervisor Agent (Strategic Oversight): Powered by Gemini 2.5 Pro on Vertex AI Agent Engine. A2A (Agent-to-Agent) Protocol running over Cloud Pub/Sub.And much more...Visit www.somosvelora.com for more info","https://devpost.team/google-cloud-for-startups/projects/15545"
"15676","Booking Agent","Yoram Greener","OPEN","Build (Net-New Agents)","Ready to start building? Check out this guide for next steps.Problem to solve[Logistics companies, importers and exporters are looking for fast quotes to 1000+ permutations ports around the world for their specific weight, dimensions and cargo types. Once they submit the quotes, they rarely followup on these quotes and book the shipments ]Our solution[We propose building an agent who can ask , remind logistics, importers and exporters to submit the quotes and followup to ensure that they book these shipments in the logistics company operating system.]","https://devpost.team/google-cloud-for-startups/projects/15676"
"15430","SLATE","Futura Futura","CLOSED","","Professional video production is broken for the speed of news. A broadcast-quality 5-minute segment takes weeks and thousands of dollars. Existing AI tools solve isolated steps but cannot coordinate a full editorial pipeline — research, writing, sourcing, audio, post-production — while preserving a newsroom'seditorial identity at scale.Futura is an autonomous newsroom OS built on Gemini Enterprise Agent Platform. A network of specialized agents handles the full production chain — from editorial brief to broadcast-ready video — in minutes, not weeks.Each agent is independently governed, observable, and continuously optimized via the GEAP Optimize layer. The system learns from every production: Agent Evaluation scores output quality automatically, Agent Optimizer refines agent behavior without manual tuning, and Agent Observability surfaces per-productioncost in real time.The result is a measurable path toward least-cost production —with quality improving automatically the more the system runs.Built on Google Cloud. Powered by Gemini.","https://devpost.team/google-cloud-for-startups/projects/15430"
"15735","Rivtor: Autonomous Company Engine","Shyamol Konwar","OPEN","Optimize (Existing Agents)","Launching a product is not a single task, it’s a complex, multi-step process involving decision-making, planning, coordination, and execution across different roles like marketing, finance, and operations.Today’s AI agents can assist with isolated tasks, writing content, generating plans, or answering questions but they fail when faced with real-world complexity:They break in multi-step workflowsThey cannot handle conflicting constraints (budget vs timeline vs quality)They lack memory and coordination across rolesThey stall or produce inconsistent outputs when conditions changeIn reality, launching a product requires continuous adaptation, not static outputs.👉 The core problem is not intelligence.👉 The real problem is reliability in execution under dynamic conditions.Our SolutionRivtor: Autonomous Company Engine is a multi-agent system designed to simulate and execute real business workflows end-to-end from decision to planning to execution, while handling real-world uncertainty.For this project, we focus on a single high-stakes workflow:👉 Launching a product autonomouslyRivtor is composed of specialized agents (e.g., Marketing, Finance, Operations) that:Interpret goals and make strategic decisionsBreak down plans into structured, interdependent tasksExecute actions (content creation, scheduling, task triggering, etc.)Continuously monitor constraints like budget, time, and dependenciesDetect failures and conflicts during executionAdapt and re-plan automatically to recover and continueUnlike traditional agents, Rivtor does not stop at generating outputs.It operates as a closed-loop system:Decision → Planning → Execution → Failure Detection → Recovery → ContinuationWhat Makes Rivtor DifferentEnd-to-End ExecutionGoes beyond recommendations—Rivtor actually carries out workflows.Multi-Agent CoordinationSimulates real organizational roles that collaborate and challenge each other.Failure-Aware SystemDesigned to detect when plans break (budget overflow, timeline conflicts, missing inputs).Self-Correcting LoopAutomatically adjusts decisions and plans without human intervention.Observability & TransparencyEvery decision, conflict, and correction is traceable, making the system debuggable and reliable.Why It MattersMost AI systems today are assistants.Rivtor represents a shift toward:👉 Autonomous execution systems that can operate in real-world environmentsBy focusing on reliability under complex, dynamic conditions, Rivtor addresses one of the biggest unsolved problems in AI agents: making them actually usable for real business operations.","https://devpost.team/google-cloud-for-startups/projects/15735"
"15733","EduAgents","Krishna Molleti; Lakshmikanth P","CLOSED","Build (Net-New Agents)","Ready to start building? Check out this guide for next steps.Problem to solveMany students struggle to understand complex topics because most learning platforms and AI assistants provide only text-based explanations instead of visual and structured teaching. Learners often need diagrams, step-by-step guidance, real-world examples, and personalized explanations based on their pace and understanding level. Existing AI chatbots act as single agents and do not collaborate to create an interactive teaching experience. There is a need for a smarter learning assistant that explains concepts visually and adaptively like a real tutor.Our solutionEduAgents is a multi-agent AI-powered learning assistant that helps students understand complex topics through conversation and visual explanations. Instead of using a single chatbot, EduAgents coordinates multiple specialized agents such as a Planner Agent, Teacher Agent, Visual Agent, Example Agent, and Quiz Agent to work together like a virtual teaching team. Students can ask questions naturally, and the system responds with structured explanations, diagrams, real-world examples, and quick assessments. This creates a personalized and interactive learning experience that makes difficult concepts easier to understand, especially for visual learners.","https://devpost.team/google-cloud-for-startups/projects/15733"
"15647","Project SAD Agent","Ying Woo","OPEN","Build (Net-New Agents)","Ready to start building? Check out this guide for next steps.Problem to solveProduction and on-site teams understand real operational problems, but they often struggle to explain them in structured IT/SAD terms. This causes unclear requirements, wrong assumptions, rework, and delays between business users and development teams.Our solutionSADify is an AI system analyst agent that turns messy business requirements into clarified, complete, developer-ready System Analysis and Design documents. It asks follow-up questions, checks completeness, highlights missing information, and generates structured SAD outputs for IT teams.","https://devpost.team/google-cloud-for-startups/projects/15647"
